No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number
281,"sistema, método e equipamento para irradiação homogênea seletiva e diferencial de luz ultravioleta para tratamento de deformidades estruturais e refrativas da córnea","ANTÔNIO FONTANA [BR] 
DJALMA ANTONIO CHINAGLIA [BR] 
MARIO ANTONIO STEFANI [BR] 
NELSON MAURICI ANTÔNIO [BR]",OPTO ELETRONICA S/A [BR],BR102019019509A2,2019-09-19,A61N5/06,"A61N5/06 (BR) 
A61N2005/0653 (BR) 
A61N2005/0661 (BR)",2021-01-05,2021-01-05,74501990
282,disposição construtiva secador de cabelo,"ADRIANO VEIGA [BR] 
FERNANDO JOSÉ ANTON [BR]","ADRIANO VEIGA [BR] 
FERNANDO JOSE ANTON [BR]",BR202019012934U2,2019-06-21,"A45D20/10 
A45D20/12","A45D20/12 (BR) 
A45D20/10 (BR)",2021-01-05,2021-01-05,74502027
283,disposição aplicada em travesseiro,DANIEL BOLONHESE [BR],NIPPONFLEX IND E COMERCIO DE COLCHOES LTDA [BR],BR202019013294U2,2019-06-26,A47G9/10,A47G9/1036 (BR),2021-01-05,2021-01-05,74502024
284,disposição construtiva aplicada em tela excluidora,ANDRÉ CAPITO VALERA [BR],ANDRE CAPITO VALERA [BR],BR202017002042Y1,2017-01-31,A01K47/06,,2021-01-05,2021-01-05,74502061
285,"sistema e método de detecção e estimação de distância e velocidade radiais em radares pulsados, com extensão da região não ambígua","BRUNO SUAREZ POMPEO [BR] 
GABRIEL TEDGUE BELTRÃO [BR] 
LEANDRO GUIMARÃES FIGUEROA PRALON [BR] 
MARIANA GUIMARÃES PRALON [BR] 
MÁRCIO DE MENEZES [BR]",CENTRO TECNOLOGICO DO EXERCITO [BR],BR102019013222A2,2019-06-26,G01S13/30,G01S13/30 (BR),2021-01-05,2021-01-05,74214949
286,dispositivo intrabucal para captura de movimentos da mandíbula,"ANTONIO PRIETO VELOSO [PT] 
FAUSTO BERZIN [BR] 
FÁBIO TEIXEIRA CARDOSO DE CARVALHO [BR]",UNIV ESTADUAL CAMPINAS UNICAMP [BR],BR202019014046U2,2019-07-06,A61C19/045,,2021-01-12,2021-01-12,74502138
287,"pescoceira imobilizadora para animais confeccionada com tubos e chapas de aço carbono, com captura manual e semi-automática e com amortecedores de impacto",IVAN FOLDA [BR],IVAN FOLDA [BR],BR102019014607A2,2019-07-16,A01K15/04,A01K15/04 (BR),2021-01-26,2021-01-26,74504630
288,processo de obtenção de peroxidase vegetal similar hrp a partir dos frutos inóspitos de pupunheira (bactris gasipaes kunth),"ALBERDAN SILVA SANTOS [BR] 
HELLEN KEMPFER PHILIPPSEN [BR] 
JOÃO DA SILVA CARNEIRO [BR]",UNIV FEDERAL PARA [BR],BR102019013934A2,2019-07-04,"A61K36/889 
C02F1/00 
A61K131/00",,2021-01-12,2021-01-12,74502082
289,sistema e método para métrica de eficiência operacional em centrais de telesserviços,EDUARDO LUANN WOJCIKIEWICZ DUARTE SILVA [BR],FLEX GESTAO DE RELACIONAMENTO S A [BR],BR102020012857A2,2020-06-23,"H04L12/16 
H04M3/51","H04L12/16 (BR) 
H04M3/51 (BR)",2021-01-19,2021-01-19,74504423
290,rádio comunicador para drone baseado em rede de telefonia móvel,RAFAEL GONÇALVES LICURSI DE MELLO [BR],RAFAEL GONCALVES LICURSI DE MELLO [BR],BR102019014875A2,2019-07-18,"H04B7/185 
H04W4/44","H04B7/18506 (BR) 
H04W4/44 (BR)",2021-01-26,2021-01-26,74504616
291,compostos derivados da sibutramina,JOSÉ ANTÔNIO COSTABILE [BR],ECADIL INDUSTRIA QUIM SA [BR],BR102019013061A2,2019-06-24,"A61K31/135 
A61K31/136 
A61P25/24 
A61P3/04 
A61P35/00 
C07C211/28 
C07C211/29 
C07C211/49",,2021-01-05,2021-01-05,74214928
292,sistema e método de validação de posição de itens armazenados por visualização interativa,"LUCIANO CUSTÓDIO [BR] 
PATRICK DIETZ [BR] 
THIAGO LISONI [BR]",ROBERT BOSCH LTDA [BR],BR102019013587A2,2019-06-28,"G06Q30/02 
G07F11/62","G06Q30/02 (BR) 
G06T19/00 (EP) 
G07F11/62 (BR)",2021-01-05,2020-12-30,74060465
293,"processo de obtenção de cobertura à base de celulose bacteriana com calendula officinalis, produto obtido e seus usos","ANA MARIA MINARELLI GASPAR [BR] 
PAULA RODRIGUES FONTES DE SOUSA MORAES [BR] 
SIDNEY JOSÉ LIMA RIBEIRO [BR]",UNIV SAO PAULO [BR],BR102019013336A2,2019-06-26,"A61F13/00 
A61K35/74 
A61K36/28 
A61L27/26 
A61P17/02",,2021-01-05,2021-01-05,74501973
294,estojo para maço de cigarro,KAYO CÉSAR LEITE ALVES [BR],KAYO CESAR LEITE ALVES [BR],BR102019013634A2,2019-06-28,A24F19/00,A24F19/0071 (BR),2021-01-05,2021-01-05,74501981
295,disposição aplicada em pino de aço com furo e propelente acoplado,JOÃO PEDRO MADURO SCHROTT [BR],WALSYWA IND E COMERCIO DE PRODUTOS METALURGICOS LTDA [BR],BR202019012940U2,2019-06-21,"B25C1/18 
F16B15/00 
F16B19/14 
F16L3/00","F16B19/14 (BR) 
B25C1/18 (BR) 
F16B15/00 (BR) 
F16L3/00 (BR)",2021-01-05,2021-01-05,74502037
296,"sistema e equipamentos de pesagem, controle e distribuição automática de ração",LUIZ CARLOS BOARETTO JÚNIOR [BR],LC ELETRO ELETRONICA LTDA [BR],BR102019013324A2,2019-06-26,A01K39/012,A01K39/0125 (BR),2021-01-05,2021-01-05,74501972
297,disposição aplicada em escova dental,MARCELA ROMEO PIRAINO [BR],MARCELA ROMEO PIRAINO [BR],BR202019013219U2,2019-06-25,A46B5/00,A46B5/0095 (BR),2021-01-05,2021-01-05,74502034
298,disposição construtiva aplicada em gaiola para maternidade suína,VALDIR MILAN [BR],ORDEMILK LTDA EPP [BR],BR202020016538U2,2020-08-13,A01K1/02,A01K1/02 (BR),2021-01-05,2021-01-05,74502052
299,conjunto magnético com base repuxada e anel polar para alto-falante,LAERTE MORENO [BR],IPAR IND DE PINOS E ARRUELAS E ARTEFATOS EIRELI EPP [BR],BR202019013338U2,2019-06-27,H04R9/06,H04R9/06 (BR),2021-01-05,2021-01-05,74502056
300,resistência elétrica para aparelhos de aquecimento de água,CLAUDIO LOURENÇO LORENZETTI [BR],LORENZETTI S A IND BRASILEIRAS ELETROMETALURGICAS [BR],BR102019013567A2,2019-06-28,"H05B3/02 
H05B3/10 
H05B3/12",,2021-01-05,2021-01-05,74501980
301,esteira portátil lúdica pedagógica,MARLI BERNARDO DA COSTA [BR],MARLI BERNARDO DA COSTA [BR],BR202019013708U2,2019-07-02,G09F19/22,G09F19/22 (BR),2021-01-12,2021-01-12,74502133
302,sistema e método implementado em um programa de computador para monitoramento da assepsia das mãos,"JAMIL RIBEIRO CADE [BR] 
VITOR ROBLES FILOMENO [BR] 
YVAN PONTES DE FREITAS [BR]",JAMIL RIBEIRO CADE [BR],BR102019014562A2,2019-07-15,"A47K5/12 
G07C9/00 
G08B21/24","A47K5/1217 (BR) 
G08B21/245 (BR) 
A47K2210/00 (BR)",2021-01-26,2021-01-26,74504625
303,"bandeja para o acondicionamento, transporte e exposição de embalagens de frutas, e, embalagem de frutas",ALBANO SCHMIDT [BR],TERMOTECNICA LTDA [BR],BR102019014456A2,2019-07-12,"B65D21/02 
B65D81/05 
B65D81/113 
B65D85/34","B65D81/05 (BR) 
B65D81/113 (BR) 
B65D21/0209 (BR) 
B65D21/0233 (BR) 
B65D85/34 (BR)",2021-01-19,2021-01-19,74504366
304,aperfeiçoamentos em dispositivo flexível facilitador de atividades físicas e posturais,"ADRIANA RAMOS DA SILVA SCHIERZ [BR] 
JOSE FERNANDO FREITAS FONSECA [BR]","ADRIANA RAMOS DA SILVA SCHIERZ [BR] 
JOSE FERNANDO FREITAS FONSECA [BR]",BR102019014496A2,2019-07-12,A63B21/055,A63B21/0557 (BR),2021-01-26,2021-01-26,74504602
305,dispositivo de vedação entre os carros de grelhas e as caixas de sucção suportadas por rodas dispostas com base triangular das unidades de sinterização e pelotização.,"GERALDO CAETANO FILHO [BR] 
MAURO FONSECA [BR]","GERALDO CAETANO FILHO [BR] 
MAURO FONSECA [BR]",BR102019014598A2,2019-07-15,"F27B21/00 
F27B21/02 
F27B21/08",,2021-01-19,2021-01-19,74504379
306,sistema de marketing com base em comunicação sonora para dispositivos eletrônicos,"HUMBERTO VINICIUS APARECIDO DE CAMPOS [BR] 
MARIO JOSÉ DALLAVALLI [BR]",HIMARKET CONSULTORIA DE COMUNICACAO E TI LTDA ME [BR],BR102019014836A2,2019-07-18,"G06Q20/00 
G06Q30/00 
G07F19/00","G06Q20/00 (BR) 
G06Q30/00 (BR) 
G07F19/00 (BR)",2021-01-26,2021-01-26,74504649
307,disposição aplicada em arandela para churrasqueira,ANTONIO FERREIRA COSTA [BR],ANTONIO FERREIRA COSTA [BR],BR202019013836U2,2019-07-03,F21S8/00,F21S8/033 (BR),2021-01-12,2021-01-12,74502150
308,sistema e método para detecção e eliminação de microrganismos e módulo de detecção disposto em um ponto de fluxo de água,"ALEXANDRE RODRIGUES MARRA [BR] 
MARCELO PRADO [BR] 
RENALDO MASSINI JUNIOR [BR]","I HEALTHSYS PRODUTOS MEDICOS LTDA ME [BR] 
SOC BENEFICENTE ISRAELITA BRASILEIRA HOSPITAL ALBERT EINSTEIN [BR]",BR102019014126A2,2019-07-08,"B01D46/00 
C12M1/00 
C12M1/12","B01D46/00 (BR) 
C12M1/00 (BR) 
C12M1/12 (BR) 
G01N33/1866 (EP,US) 
G01N33/1893 (EP,US)",2021-01-19,2021-01-14,74103092
309,disposição construtiva introduzida em cinta cirúrgica,ELZA SONIA RODRIGUES [BR],FLAMBE CONFECCOES LTDA ME [BR],BR202019014351U2,2019-07-11,A61F5/03,,2021-01-12,2021-01-12,74502162
310,métodos e sistemas para aperfeiçoamento de gestão e controle de acesso de visitantes utilizando tecnologia de reconhecimento de biometria facial como meio de liberação.,TAINÁ SANTOS NEWTON [BR],T S NEWTON TECNOLOGIA PARA NEGOCIOS [BR],BR102020010521A2,2020-05-26,G06K9/00,G06K9/00288 (BR),2021-01-19,2021-01-19,74504421
311,amostrador passivo de vapores de solo com membrana semi permeável em ptfe e frasco âmbar rastreável,RAFAEL FERNANDO SATO [BR],LABORATORIO VAPOR SOLUTIONS LTDA [BR],BR202019014185U2,2019-07-09,G01N1/22,G01N1/22 (BR),2021-01-12,2021-01-12,74502160
312,hidrolisado proteico de castanha (umbrina canosai) como fonte de inibidores das enzimas dipeptidil peptidase iv e prolil endopeptidase (pep),"ANDRESSA JANTZEN DA SILVA LUCAS [BR] 
CARLOS PRENTICE-HERNANDEZ [BR] 
KARINA OLIVEIRA LIMA [BR] 
M CARMEN GÓMEZ GUILLÉN [ES] 
M ELVIRA LÓPEZ CABALLERO [ES] 
MARIA PILAR MONTERO GARCIA [ES] 
MERITAINE DA ROCHA [BR] 
OSCAR MARTINEZ ALVAREZ [ES]","CONSEJO SUPERIOR DE INVESTIG CIENIFICAS CSIC [ES] 
UNIV FEDERAL DO RIO GRANDE FURG [BR]",BR102019014247A2,2019-07-10,"A23J1/04 
A23J3/34","A23J1/04 (BR) 
A23J3/34 (BR)",2021-01-19,2021-01-19,74504418
313,disposição construtiva aplicada em fixador de chapas para móveis,ONEIDE ADELAR CECONELLO [BR],DUBSYSTEM COMERCIAL E IMP LTDA [BR],BR102019013709A2,2019-07-02,"F16B12/10 
F16B5/00",,2021-01-12,2021-01-12,74502093
314,"formulação e fabricação de agregado leve preparado com resíduo de scheelita, cinza da casca do arroz e argila","MAELSON MENDONÇA DE SOUZA [BR] 
MARCOS ALYSSANDRO SOARES DOS ANJOS [BR]","INST FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA [BR] 
INST FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE [BR]",BR102019014217A2,2019-07-09,"C04B18/04 
C04B18/10 
C04B18/12","C04B18/04 (BR) 
C04B18/101 (BR) 
C04B18/12 (BR) 
Y02W30/91 (EP)",2021-01-19,2021-01-19,74504411
315,fralda de pano com variações de tamanhos para acompanhar o crescimento do usuário,MONICA ELIS MACHADO [BR],MONICA ELIS MACHADO [BR],BR202020019608U2,2020-09-25,A61F13/505,A61F13/505 (BR),2021-01-19,2021-01-19,74504431
316,disposição aplicada em bocal postiço para calhas,LUIZ CANDIDO SANTOS DA SILVA [BR],LUIZ CANDIDO SANTOS DA SILVA [BR],BR202019014713U2,2019-07-17,E04D13/064,E04D13/0645 (BR),2021-01-26,2021-01-26,74504671
317,disposição introduzida em rolo compressor manual,MARCELA RUBIA DE JESUS FREITAS GARCIA [BR],MHETRIC IND DE EQUIPAMENTOS DE FERRAMENTARIA LTDA ME [BR],BR202019014556U2,2019-07-15,B29C59/04,B29C59/04 (BR),2021-01-26,2021-01-26,74504659
318,aperfeiçoamento em kit térmico para manutenção de resfriamento de bebidas durante o consumo,RAPHAEL LUIZ GURJÃO LOTT CAUCEGLIA [BR],RAPHAEL LUIZ GURJAO LOTT CAUCEGLIA [BR],BR202019014835U2,2019-07-18,A47G23/02,A47G23/02 (BR),2021-01-26,2021-01-26,74504684
319,máquina de impressão de auto atendimento,ANDRÉ LUIZ SAMPAIO DE ARAÚJO [BR],ANDRE LUIZ SAMPAIO DE ARAUJO 59069775204 [BR],BR102019013749A2,2019-07-02,"B41F17/00 
B41J3/00 
G06F3/12","B41F17/00 (BR) 
B41J3/00 (BR) 
G06F3/12 (BR)",2021-01-12,2021-01-12,74502064
320,"processo de obtenção de superfícies poliméricas funcionalizadas com fotossensibilizadores, material polimérico funcionalizado e seu uso","AMANDA CRISTINA ZANGIROLAMI [BR] 
CAROLINA DOS SANTOS VINAGREIRO [PT] 
KATE CRISTINA BLANCO [BR] 
LUCAS DANILO DIAS [PT] 
LUÍS GUILHERME DA SILVA ARNAUT MOREIRA [PT] 
MARIA MIGUÉNS PEREIRA [PT] 
NATALIA MAYUMI INADA [BR] 
VANDERLEI SALVADOR BAGNATO [BR]","UNIV DE COIMBRA UC [PT] 
UNIV SAO PAULO [BR]",BR102019014681A2,2019-07-16,"C08C19/25 
C08C19/44 
C08F8/00 
C08F8/14","C08C19/44 (BR) 
C08C19/25 (BR) 
C08F8/00 (BR) 
C08F8/14 (BR)",2021-01-26,2021-01-21,74209608
321,biocompósito aderente ósseo para aplicações ortopédicas e odontológicas e sua obtenção,"BEATRIZ LUCI FERNANDES [BR] 
CARLOS ROBERTO FERNANDES [BR] 
LETÍCIA GIRUNDI COURA MOURA [BR]",ASSOCIACAO PARANAENSE CULTURA APC [BR],BR102019014592A2,2019-07-15,"A61L27/02 
A61L27/20","A61L27/02 (BR) 
A61L27/20 (BR)",2021-01-26,2021-01-26,74504627
322,"martelo com dispositivo extensor para formar alavanca, tendo dispositivo de travamento e método de prover o deslocamento controlado",ADEMIR CARLOS CHIERICI [BR],ADEMIR CARLOS CHIERICI [BR],BR102019013122A2,2019-06-24,"B25C11/00 
B25D1/04",,2021-01-05,2021-01-05,74214933
323,cabeçote paletizador de movimento contínuo e sistema de paletização em movimento contínuo através do cabeçote paletizador,JOSÉ BERNARDO SANMARTIN [BR],MAQU SANMARTIN LTDA [BR],BR102019013201A2,2019-06-25,"B65G57/00 
B65G57/03",,2021-01-05,2021-01-05,74214950
324,composito formado com mistura de pó de chumbo e pó de barita para revestir peças ceramicas a fim de atenuar radiação x,"CARLOS DALMASO NETO [BR] 
FRIEDA SAICLA BARROS [BR] 
GLADIS APARECIDA GALINDO REISEMBERGER DE SOUZA [BR] 
RAMÓN SIGIFREDO CORTÉS PAREDES [BR]","UNIV FEDERAL PARANA [BR] 
UNIV PARANA TECNOLOGICA FEDERAL [BR]",BR102020014600A2,2020-07-17,"C04B35/16 
C04B35/645 
G21F1/06","C04B35/16 (BR) 
C04B2235/34 (BR) 
C04B2235/448 (BR) 
C04B35/645 (BR) 
G21F1/06 (BR)",2021-01-05,2021-01-05,74502010
325,disposição construtiva de embalagens cartonadas através da modificação do local de corte em papel cartão para a formação de abertura para furo,MATHEUS BITTENCOURT CARDOZO [BR],MATHEUS BITTENCOURT CARDOZO [BR],BR102019013750A2,2019-07-02,"B65D5/06 
B65D5/42","B65D5/065 (BR) 
B65D5/42 (BR)",2021-01-12,2021-01-12,74502125
326,método de preparo de catalisadores para produção de álcoois a partir de gás de síntese,"ANTÔNIO CARLOS SALLARÉS DE MATTOS CARVALHO [BR] 
ANTÔNIO MANZOLILLO SANSEVERINO [BR] 
ARTHUR JOSÉ GERBASI DA SILVA [BR] 
CRISTINA PONTES BITTENCOURT QUITETE [BR]",PETROLEO BRASILEIRO SA PETROBRAS [BR],BR112014019271B1,2012-06-13,"B01J27/051 
C01G39/06 
C07C29/00 
C07C31/08","B01J27/051 (EP,US) 
B01J27/0515 (EP,US) 
B01J27/232 (US) 
B01J35/1061 (EP) 
C01G39/06 (EP) 
C07C29/153 (EP,US) 
B01J35/1009 (EP) 
B01J35/1014 (EP) 
B01J35/1038 (EP) 
B01J37/0201 (EP) 
B01J37/04 (EP) 
C01P2002/50 (EP) 
Y02P20/52 (EP) 
C07C29/153, C07C31/04, INV (EP)       
C07C29/153, C07C31/08, INV (EP)      ",2021-01-05,2013-12-19,49757340
327,tapete ecológico para animais domésticos,ADRIANO LUIZ BATISTA ORO [BR],ADRIANO LUIZ BATISTA ORO [BR],BR202019013319U2,2019-06-26,A47G27/02,A47G27/02 (BR),2021-01-05,2021-01-05,74502023
328,bico dispensador e direcionador de polímeros e ferramenta térmica,ARTHUR IMPARATO [BR],ARTHUR IMPARATO [BR],BR102019013472A2,2019-06-28,"B05B11/00 
B29C65/02","B05B11/0032 (BR) 
B29C65/022 (BR) 
B05B11/00412 (BR)",2021-01-05,2021-01-05,74502008
329,"processo de produção de anticorpo monoclonal anti-3abc do vírus da febre aftosa, anticorpo monoclonal anti-3abc, seu hibridoma e seu uso em um imunoensaio para quantificação de proteína 3abc",ANA LUIZA PALMA GUIMARÃES ASSMANN [BR],OURO FINO SAUDE ANIMAL LTDA [BR],BR102016003466B1,2016-02-18,"A61K39/135 
C07K16/10 
G01N33/569",,2021-01-12,2021-01-12,74502167
330,secagem convectiva de cubos de mandioca desidratados osmoticamente,"ANTONIO GILSON BARBOSA DE LIMA [BR] 
PIERRE CORREA MARTINS [BR] 
THAYZE RODRIGUES BEZERRA PESSOA [BR]",UNIV FEDERAL DE CAMPINA GRANDE PB [BR],BR102019014072A2,2019-07-08,"A21D13/043 
A21D13/066 
A21D6/00 
A23L19/10","A21D13/043 (BR) 
A21D13/066 (BR) 
A21D6/00 (BR) 
A23L19/10 (BR)",2021-01-19,2021-01-19,74504357
331,"processo de cultivo de fungos, processo de obtenção de extrato de paecilomyces variotii e uso de um extrato de paecilomyces variotii","CARLA SILVA DA SILVEIRA [BR] 
EUDES DA SILVA VELOZO [BR] 
FLORISVALDO DA SILVA RAMOS [BR] 
HENRIQUE CARDOSO BATISTA BRANDÃO [BR] 
JAMILE GOMES CONCEIÇÃO [BR] 
MILTON RICARDO DE ABREU ROQUE [BR] 
RAMON DOS SANTOS EL-BACHÁ [BR] 
RENATA BIEGELMEYER DA SILVA RAMBO [BR] 
TATIANA OLIVEIRA DO VALE [BR]","CARLA SILVA DA SILVEIRA [BR] 
EUDES DA SILVA VELOZO [BR] 
FLORISVALDO DA SILVA RAMOS [BR] 
HENRIQUE CARDOSO BATISTA BRANDAO [BR] 
JAMILE GOMES CONCEICAO [BR] 
MILTON RICARDO DE ABREU ROQUE [BR] 
RAMON DOS SANTOS EL BACHA [BR] 
RENATA BIEGELMEYER DA SILVA RAMBO [BR] 
TATIANA OLIVEIRA DO VALE [BR]",BR102019014372A2,2019-07-11,"A61K36/062 
A61P35/00 
C12P1/02",,2021-01-19,2021-01-19,74504396
332,mecanismo pedal mais rotação para bicicleta,MAURO GOMES RODBARD [BR],UNIV FEDERAL PARANA [BR],BR102019014487A2,2019-07-12,B62K3/00,,2021-01-12,2021-01-12,74502094
333,equipamento de liofilização de leite humano em ambiente estéril,MARIO LIZENOR DA COSTA [BR],MARIO LIZENOR DA COSTA [BR],BR102020020839A2,2020-10-09,A23C9/142,A23C9/142 (BR),2021-01-19,2021-01-19,74504425
334,máquina de dobra automática de bolsos em tecidos leves e pesados,FERNANDO PERES ROCHA [BR],"SOCIO TEC INDUSTRIA E COMERCIO DE MAQU E EQUIPAMENTOS LTDA EPP [BR] 
SOCIO TEC INDUSTRIA E COMERCIO DE MAQU E EQUIPAMENTOS LTDA [BR]",BR102019014664A2,2019-07-16,"A41D27/20 
D06F89/00","D06F89/00 (BR) 
A41D2300/52 (BR) 
A41D27/20 (BR)",2021-01-26,2021-01-26,74504634
335,suporte manual de apertar e folgar registro de botija de gás glp,ARIANALDO AREIAS LOBATO [BR],ARIANALDO AREIAS LOBATO [BR],BR202019013817U2,2019-07-03,F16K43/00,F16K43/00 (BR),2021-01-12,2021-01-12,74502149
336,aperfeiçoamento introduzido em comedouro interativo para cães,"AMANDA D´AVILA VERARDI [BR] 
EDUARDO NEGRI MUELLER [BR] 
JONATHAN LAMB [BR] 
ODINEI MARQUES [BR]",INST FEDERAL CATARINENSE [BR],BR202019014041U2,2019-07-05,"A01K15/02 
A63B69/40","A01K15/02 (BR) 
A63B69/40 (BR)",2021-01-12,2021-01-12,74502126
337,"dispositivo sinalizador, introduzido em baú de motocicleta",MARCIA REGINA DE ALMEIDA NAKAMURA [BR],MARCIA REGINA DE ALMEIDA NAKAMURA [BR],BR102019014121A2,2019-07-08,B62J7/00,B62J7/00 (BR),2021-01-19,2021-01-19,74504365
338,dispositivo auxiliar de leitura e marcador de página,SIDINEI KLEBER DA SILVA [BR],SIDINEI K SILVA [BR],BR102019014805A2,2019-07-18,"A47B19/10 
B42D9/00 
B43L3/00 
F21V21/00 
F21W131/30","B42D9/00 (BR) 
B43L3/001 (BR) 
F21W2131/3005 (BR)",2021-01-26,2021-01-26,74504637
339,dispositivo eletrônico para monitoramento e controle inteligente de válvulas rotativas,ANTÔNIO CELSO DA FONSECA SPINIELLA [BR],SENSE ELETRONICA LTDA [BR],BR102019014322A2,2019-07-10,"G01D21/00 
G05D3/10 
G05D7/00",,2021-01-19,2021-01-19,74504362
340,disposição construtiva aplicada em encosto de cadeiras com colocação de revestimento mediante utilização de perfil extrusado,FÁBIO ANDRÉ MASSOCHINI [BR],OMP DO BRASIL LTDA [BR],BR202019014285U2,2019-07-10,"A47C31/02 
A47C7/40",,2021-01-19,2021-01-19,74504335
341,disposição técnica introduzida em engate de passagem,ANTONIO MANOEL FRANCO [BR],CERCATEC IND E COMERCIO LTDA ME [BR],BR202019014867U2,2019-07-18,E04H4/06,E04H4/06 (BR),2021-01-26,2021-01-26,74504685
342,sinalizador solar eletrônico para faixa de pedestre,JEZIAS HAINE CAMPOS [BR],COM HAINE LTDA [BR],BR202019013351U2,2019-06-27,"E01F9/608 
E01F9/615 
H02S20/20","E01F9/608 (BR) 
E01F9/617 (BR) 
H02S20/20 (BR) 
Y02E10/50 (EP)",2021-01-05,2021-01-05,74502049
343,inibidores da cocloocigenase: derivados n-(2-indol-3-il) metileno-n-hidrazina-carbotiamidas anti-inflamatórios e analgésicos,"CEZAR AUGUSTO DA CRUZ AMORIM [BR] 
CRISTIANE MOUTINHO LAGOS DE MELO [BR] 
IRANILDO JOSÉ DA CRUZ FILHO [BR] 
IRIS TRINDADE TENÓRIO JACOB [BR] 
JAMERSON FERREIRA DE OLIVEIRA [BR] 
MARIA DO CARMO ALVES DE LIMA [BR] 
RICARDO OLÍMPIO DE MOURA [BR] 
SINARA MÔNICA VITALINO DE ALMEIDA [BR]",UNIV PERNAMBUCO FEDERAL [BR],BR102019014503A2,2019-07-12,"A61K31/404 
A61K31/4439 
A61P29/00 
C07D209/14 
C07D209/60 
C07D401/00",,2021-01-19,2021-01-19,74504375
344,unidade de custódia e ressocialização flutuante,"EDUARDO HENRIQUE MALBURG [BR] 
ROBERTO ROMUALDO MONTEIRO [BR]",EMPRESA DE NAVEGACAO DE CUSTODIA E RESSOCIALIZACAO LTDA [BR],BR202019013981U2,2019-07-05,"B63B11/04 
B63B35/44 
E02B17/00","B63B11/04 (BR) 
B63B35/44 (BR) 
E02B17/00 (BR)",2021-01-12,2021-01-12,74502177
345,unidade gaseificadora modular sobre carroceria de caminhão ou carreta móvel ou sobre plataforma fixa ou container,"MARCELO RAMOS CEPEDA MARQUES [BR] 
VAGNER ALVES CARDOSO [BR]","MARCELO RAMOS CEPEDA MARQUES [BR] 
VAGNER ALVES CARDOSO [BR]",BR102019013018A2,2019-06-22,"B09B3/00 
C02F3/28",,2021-01-05,2021-01-05,74214920
346,bolsa travasseiro,IZABEL CRISTINA ARELHANO [BR],IZABEL CRISTINA ARELHANO [BR],BR202019013060U2,2019-06-24,A45C7/00,A45C7/00 (BR),2021-01-05,2021-01-05,74502016
347,composição de batom com propriedades funcionais,MILTON HUGO ANDRADE DOS ANJOS [BR],"MILTON HUGO ANDRADE DOS ANJOS [BR] 
VIVIANE SALVETTI [BR]",BR132019012085E2,2019-06-13,"A61K8/14 
A61K8/73 
A61K8/97 
A61Q1/06 
A61Q19/06","A61K8/14 (BR) 
A61K8/735 (BR) 
A61K8/97 (BR) 
A61Q1/06 (BR) 
A61Q19/06 (BR) 
A61K2800/413 (BR)",2021-01-12,2021-01-12,74502174
348,"concreto drenante com agregado reciclado de concreto e cinzas silicosas, e usos","BRUNA OLIVEIRA CAMPOS [BR] 
ELOIZA DA SILVA NUNES VIALI [BR] 
GILMAR FERNANDO DE MELO JÚNIOR [BR] 
WELITON DE PAULA SILVA [BR]",INST FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA GOIANO [BR],BR102019014376A2,2019-07-11,"C04B18/14 
C04B18/16 
C04B18/24 
E01C5/06 
E01C7/14","C04B18/16 (BR) 
C04B18/24 (BR) 
C04B18/142 (BR) 
E01C5/06 (BR) 
E01C7/14 (BR) 
Y02W30/91 (EP)",2021-01-19,2021-01-19,74504399
349,disposição construtiva introduzida em touca para cobertura total ou parcial da cabeça e do cabelo e para liberação seletiva de mechas de cabelo,IVETE DO NASCIMENTO PIROG [BR],IVETE DO NASCIMENTO PIROG [BR],BR202019014795U2,2019-07-18,A45D19/00,,2021-01-26,2021-01-26,74504660
350,maquina colhedora de café com acionamento elétrico,AMELIA OLIVEIRA REIS [BR],"AMELIA OLIVEIRA REIS [BR] 
MAKREIS INDUSTRIA E COMERCIO DE MAQU LTDA EPP [BR]",BR202020016050U2,2020-08-06,A01D46/06,A01D46/06 (BR),2021-01-19,2021-01-19,74504328
351,disposição construtiva aplicada em solado,PAULO SILAS PETRI [BR],PAULO SILAS PETRI [BR],BR202019014305U2,2019-07-10,A43B13/26,,2021-01-19,2021-01-19,74504340
352,dispositivo para transporte de glp e líquidos em motocicleta denominado: gaiola com trava de segurança,ALUIZIO DE AZEVEDO [BR],ALUIZIO ALVES DE AZEVEDO [BR],BR202020011175U2,2020-06-03,B62J7/04,B62J7/04 (BR),2021-01-26,2021-01-26,74504686
353,método de análise e definição de plataforma blockchain baseado em contexto,"EMILIO TISSATO NAKAMURA [BR] 
SÉRGIO LUÍS RIBEIRO [BR]",FUND CPQD CENTRO DE PESQUISA E DESENVOLVIMENTO EM TELECOMUNICACOES [BR],BR102019014700A2,2019-07-17,"H04L9/06 
H04L9/08","H04L9/0637 (BR) 
H04L9/08 (BR)",2021-01-26,2021-01-26,74504644
